chargesheet_id,case_id,court_id,court_name,filing_date,filing_officer_id,chargesheet_status
CHG000911,CR003758,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2025-10-04,EMP005824,Filed
CHG000912,CR003767,CRT0058,Dakshina Kannada Civil Judge and JMFC Court,2025-05-06,EMP003648,Accepted
CHG000913,CR003769,CRT0082,Haveri Senior Civil Court,2026-08-07,EMP005131,Accepted
CHG000914,CR003770,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-11-08,EMP008568,Filed
CHG000915,CR003775,CRT0129,Tumakuru Family Court,2024-09-29,EMP000885,Filed
CHG000916,CR003779,CRT0114,Mysuru Family Court,2026-02-06,EMP007284,Filed
CHG000917,CR003783,CRT0024,Bengaluru South Family Court,2026-06-13,EMP001575,Filed
CHG000918,CR003785,CRT0042,Chikkaballapura Senior Civil Court,2026-09-10,EMP003285,Filed
CHG000919,CR003790,CRT0148,Vijayapura Civil Judge and JMFC Court,2026-07-22,EMP009557,Filed
CHG000920,CR003801,CRT0151,Yadgir District and Sessions Court,2025-05-09,EMP009975,Filed
CHG000921,CR003808,CRT0149,Vijayapura Family Court,2024-12-20,EMP009786,Returned for Correction
CHG000922,CR003811,CRT0151,Yadgir District and Sessions Court,2025-06-07,EMP010073,Accepted
CHG000923,CR003820,CRT0154,Yadgir Family Court,2025-05-22,EMP010054,Returned for Correction
CHG000924,CR003834,CRT0084,Haveri Family Court,2025-08-09,EMP005320,Filed
CHG000925,CR003835,CRT0077,Hassan Senior Civil Court,2025-12-08,EMP004846,Filed
CHG000926,CR003837,CRT0115,Mysuru Special Court,2025-06-27,EMP007418,Filed
CHG000927,CR003838,CRT0001,Bagalkote District and Sessions Court,2025-06-19,EMP000146,Filed
CHG000928,CR003840,CRT0023,Bengaluru South Civil Judge and JMFC Court,2025-05-30,EMP001695,Returned for Correction
CHG000929,CR003844,CRT0024,Bengaluru South Family Court,2026-10-01,EMP001638,Filed
CHG000930,CR003848,CRT0062,Davanagere Senior Civil Court,2024-12-05,EMP004022,Filed
CHG000931,CR003850,CRT0011,Belagavi District and Sessions Court,2025-05-18,EMP001090,Filed
CHG000932,CR003856,CRT0155,Yadgir Special Court,2025-09-24,EMP009985,Accepted
CHG000933,CR003866,CRT0088,Kalaburagi Civil Judge and JMFC Court,2025-04-28,EMP005646,Accepted
CHG000934,CR003867,CRT0089,Kalaburagi Family Court,2025-04-02,EMP005703,Filed
CHG000935,CR003869,CRT0122,Shivamogga Senior Civil Court,2025-04-18,EMP007984,Accepted
CHG000936,CR003872,CRT0126,Tumakuru District and Sessions Court,2026-08-10,EMP008431,Filed
CHG000937,CR003873,CRT0126,Tumakuru District and Sessions Court,2026-06-04,EMP008530,Filed
CHG000938,CR003874,CRT0051,Chitradurga District and Sessions Court,2025-05-09,EMP003358,Filed
CHG000939,CR003876,CRT0155,Yadgir Special Court,2026-11-02,EMP010023,Filed
CHG000940,CR003879,CRT0078,Hassan Civil Judge and JMFC Court,2025-02-25,EMP004874,Accepted
CHG000941,CR003882,CRT0150,Vijayapura Special Court,2025-12-21,EMP009570,Accepted
CHG000942,CR003883,CRT0091,Kodagu District and Sessions Court,2025-09-29,EMP005807,Accepted
CHG000943,CR003889,CRT0063,Davanagere Civil Judge and JMFC Court,2026-10-24,EMP004042,Filed
CHG000944,CR003893,CRT0121,Shivamogga District and Sessions Court,2026-02-26,EMP008055,Filed
CHG000945,CR003894,CRT0077,Hassan Senior Civil Court,2026-09-07,EMP004942,Accepted
CHG000946,CR003899,CRT0001,Bagalkote District and Sessions Court,2025-10-23,EMP000094,Accepted
CHG000947,CR003900,CRT0041,Chikkaballapura District and Sessions Court,2026-02-21,EMP003278,Filed
CHG000948,CR003901,CRT0106,Mandya District and Sessions Court,2025-03-05,EMP006876,Filed
CHG000949,CR003903,CRT0018,Bengaluru Rural Civil Judge and JMFC Court,2025-03-06,EMP001195,Accepted
CHG000950,CR003905,CRT0074,Gadag Family Court,2025-05-06,EMP004461,Accepted
CHG000951,CR003921,CRT0052,Chitradurga Senior Civil Court,2025-01-10,EMP003367,Accepted
CHG000952,CR003924,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2025-05-17,EMP009346,Filed
CHG000953,CR003928,CRT0017,Bengaluru Rural Senior Civil Court,2026-10-07,EMP001235,Filed
CHG000954,CR003929,CRT0110,Mandya Special Court,2025-07-07,EMP006749,Filed
CHG000955,CR003935,CRT0111,Mysuru District and Sessions Court,2025-06-19,EMP007428,Filed
CHG000956,CR003937,CRT0012,Belagavi Senior Civil Court,2025-05-03,EMP001102,Filed
CHG000957,CR003939,CRT0001,Bagalkote District and Sessions Court,2026-02-18,EMP000003,Filed
CHG000958,CR003950,CRT0089,Kalaburagi Family Court,2025-11-15,EMP005493,Returned for Correction
CHG000959,CR003958,CRT0051,Chitradurga District and Sessions Court,2026-02-20,EMP003374,Filed
CHG000960,CR003962,CRT0077,Hassan Senior Civil Court,2025-08-08,EMP004670,Filed
CHG000961,CR003966,CRT0109,Mandya Family Court,2026-10-24,EMP006946,Accepted
CHG000962,CR003977,CRT0115,Mysuru Special Court,2026-01-07,EMP007547,Filed
CHG000963,CR003979,CRT0125,Shivamogga Special Court,2025-09-07,EMP008340,Returned for Correction
CHG000964,CR003981,CRT0047,Chikkamagaluru Senior Civil Court,2026-06-25,EMP003300,Accepted
CHG000965,CR003982,CRT0035,Bidar Special Court,2026-10-22,EMP003028,Filed
CHG000966,CR003986,CRT0019,Bengaluru Rural Family Court,2026-12-22,EMP001198,Accepted
CHG000967,CR003989,CRT0084,Haveri Family Court,2025-01-12,EMP005302,Filed
CHG000968,CR003993,CRT0097,Kolar Senior Civil Court,2024-10-02,EMP006083,Filed
CHG000969,CR004001,CRT0011,Belagavi District and Sessions Court,2026-01-18,EMP000665,Filed
CHG000970,CR004002,CRT0050,Chikkamagaluru Special Court,2026-07-30,EMP003308,Filed
CHG000971,CR004004,CRT0021,Bengaluru South District and Sessions Court,2025-07-09,EMP001696,Filed
CHG000972,CR004008,CRT0021,Bengaluru South District and Sessions Court,2025-10-04,EMP001540,Filed
CHG000973,CR004014,CRT0100,Kolar Special Court,2025-08-20,EMP006256,Filed
CHG000974,CR004030,CRT0100,Kolar Special Court,2026-04-19,EMP006026,Filed
CHG000975,CR004032,CRT0041,Chikkaballapura District and Sessions Court,2026-11-28,EMP003268,Accepted
CHG000976,CR004038,CRT0086,Kalaburagi District and Sessions Court,2025-08-27,EMP005350,Accepted
CHG000977,CR004043,CRT0106,Mandya District and Sessions Court,2024-12-21,EMP006791,Filed
CHG000978,CR004044,CRT0137,Uttara Kannada Senior Civil Court,2025-01-26,EMP009164,Returned for Correction
CHG000979,CR004047,CRT0035,Bidar Special Court,2025-05-27,EMP003117,Filed
CHG000980,CR004050,CRT0084,Haveri Family Court,2025-03-13,EMP005321,Filed
CHG000981,CR004051,CRT0100,Kolar Special Court,2026-11-30,EMP006168,Filed
CHG000982,CR004058,CRT0101,Koppal District and Sessions Court,2025-12-18,EMP006510,Accepted
CHG000983,CR004068,CRT0092,Kodagu Senior Civil Court,2026-03-03,EMP005936,Accepted
CHG000984,CR004074,CRT0121,Shivamogga District and Sessions Court,2026-06-11,EMP007985,Filed
CHG000985,CR004077,CRT0088,Kalaburagi Civil Judge and JMFC Court,2026-09-06,EMP005415,Filed
CHG000986,CR004080,CRT0047,Chikkamagaluru Senior Civil Court,2025-07-09,EMP003299,Filed
CHG000987,CR004082,CRT0041,Chikkaballapura District and Sessions Court,2025-09-13,EMP003284,Filed
CHG000988,CR004091,CRT0083,Haveri Civil Judge and JMFC Court,2025-11-22,EMP005133,Filed
CHG000989,CR004092,CRT0123,Shivamogga Civil Judge and JMFC Court,2025-06-23,EMP008148,Filed
CHG000990,CR004097,CRT0139,Uttara Kannada Family Court,2024-11-19,EMP009333,Filed
CHG000991,CR004105,CRT0078,Hassan Civil Judge and JMFC Court,2025-12-17,EMP004759,Accepted
CHG000992,CR004111,CRT0098,Kolar Civil Judge and JMFC Court,2025-07-27,EMP006140,Accepted
CHG000993,CR004112,CRT0029,Bengaluru Urban Family Court,2025-05-25,EMP002359,Filed
CHG000994,CR004114,CRT0097,Kolar Senior Civil Court,2025-01-11,EMP006305,Accepted
CHG000995,CR004115,CRT0107,Mandya Senior Civil Court,2025-09-21,EMP006663,Filed
CHG000996,CR004117,CRT0124,Shivamogga Family Court,2025-07-22,EMP000888,Filed
CHG000997,CR004119,CRT0048,Chikkamagaluru Civil Judge and JMFC Court,2025-09-24,EMP003305,Filed
CHG000998,CR004123,CRT0140,Uttara Kannada Special Court,2025-10-08,EMP009334,Accepted
CHG000999,CR004124,CRT0107,Mandya Senior Civil Court,2025-04-13,EMP006667,Filed
CHG001000,CR004130,CRT0019,Bengaluru Rural Family Court,2025-01-09,EMP001432,Accepted
CHG001001,CR004136,CRT0113,Mysuru Civil Judge and JMFC Court,2025-04-07,EMP007315,Accepted
CHG001002,CR004139,CRT0030,Bengaluru Urban Special Court,2026-04-08,EMP002628,Accepted
CHG001003,CR004140,CRT0069,Dharwad Family Court,2026-12-02,EMP004291,Accepted
CHG001004,CR004141,CRT0039,Chamarajanagar Family Court,2025-08-08,EMP003261,Filed
CHG001005,CR004145,CRT0130,Tumakuru Special Court,2026-04-20,EMP008884,Filed
CHG001006,CR004147,CRT0043,Chikkaballapura Civil Judge and JMFC Court,2026-05-15,EMP003268,Filed
CHG001007,CR004158,CRT0012,Belagavi Senior Civil Court,2026-05-29,EMP000793,Filed
CHG001008,CR004162,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-01-07,EMP008426,Filed
CHG001009,CR004164,CRT0076,Hassan District and Sessions Court,2025-03-08,EMP004865,Accepted
CHG001010,CR004169,CRT0130,Tumakuru Special Court,2026-03-12,EMP008886,Filed
CHG001011,CR004179,CRT0012,Belagavi Senior Civil Court,2025-04-29,EMP000648,Filed
CHG001012,CR004180,CRT0062,Davanagere Senior Civil Court,2026-05-24,EMP003855,Accepted
CHG001013,CR004185,CRT0123,Shivamogga Civil Judge and JMFC Court,2026-03-29,EMP006111,Accepted
CHG001014,CR004187,CRT0014,Belagavi Family Court,2025-07-31,EMP000896,Filed
CHG001015,CR004197,CRT0130,Tumakuru Special Court,2026-08-29,EMP008788,Accepted
CHG001016,CR004202,CRT0077,Hassan Senior Civil Court,2026-12-21,EMP004918,Accepted
CHG001017,CR004214,CRT0054,Chitradurga Family Court,2026-08-03,EMP003353,Filed
CHG001018,CR004217,CRT0079,Hassan Family Court,2026-05-29,EMP004730,Filed
CHG001019,CR004221,CRT0139,Uttara Kannada Family Court,2026-01-16,EMP009193,Filed
CHG001020,CR004224,CRT0004,Bagalkote Family Court,2025-06-09,EMP000258,Filed
CHG001021,CR004231,CRT0032,Bidar Senior Civil Court,2025-07-15,EMP003027,Accepted
CHG001022,CR004234,CRT0140,Uttara Kannada Special Court,2026-08-16,EMP005818,Returned for Correction
CHG001023,CR004235,CRT0043,Chikkaballapura Civil Judge and JMFC Court,2026-03-11,EMP003270,Accepted
CHG001024,CR004236,CRT0050,Chikkamagaluru Special Court,2026-05-28,EMP003295,Filed
CHG001025,CR004237,CRT0137,Uttara Kannada Senior Civil Court,2024-10-18,EMP009333,Filed
CHG001026,CR004241,CRT0079,Hassan Family Court,2025-07-04,EMP004712,Accepted
CHG001027,CR004242,CRT0115,Mysuru Special Court,2025-07-31,EMP007164,Filed
CHG001028,CR004244,CRT0127,Tumakuru Senior Civil Court,2025-08-08,EMP008817,Accepted
CHG001029,CR004258,CRT0120,Raichur Special Court,2025-05-29,EMP007739,Filed
CHG001030,CR004262,CRT0077,Hassan Senior Civil Court,2025-04-07,EMP004732,Filed
CHG001031,CR004263,CRT0100,Kolar Special Court,2025-06-13,EMP006239,Filed
CHG001032,CR004267,CRT0126,Tumakuru District and Sessions Court,2026-03-29,EMP008454,Accepted
CHG001033,CR004271,CRT0096,Kolar District and Sessions Court,2026-11-17,EMP006304,Accepted
CHG001034,CR004277,CRT0058,Dakshina Kannada Civil Judge and JMFC Court,2025-12-04,EMP003603,Filed
CHG001035,CR004287,CRT0088,Kalaburagi Civil Judge and JMFC Court,2025-03-25,EMP005697,Filed
CHG001036,CR004288,CRT0146,Vijayapura District and Sessions Court,2025-06-21,EMP009779,Filed
CHG001037,CR004289,CRT0070,Dharwad Special Court,2025-07-30,EMP004279,Filed
CHG001038,CR004291,CRT0106,Mandya District and Sessions Court,2024-11-29,EMP006647,Accepted
CHG001039,CR004295,CRT0004,Bagalkote Family Court,2026-08-07,EMP000235,Returned for Correction
CHG001040,CR004297,CRT0080,Hassan Special Court,2024-09-03,EMP004701,Filed
CHG001041,CR004299,CRT0126,Tumakuru District and Sessions Court,2026-06-01,EMP008764,Filed
CHG001042,CR004300,CRT0086,Kalaburagi District and Sessions Court,2025-03-07,EMP005513,Filed
CHG001043,CR004301,CRT0099,Kolar Family Court,2025-11-04,EMP006328,Filed
CHG001044,CR004309,CRT0050,Chikkamagaluru Special Court,2025-01-27,EMP003300,Filed
CHG001045,CR004310,CRT0047,Chikkamagaluru Senior Civil Court,2025-04-02,EMP003310,Filed
CHG001046,CR004317,CRT0112,Mysuru Senior Civil Court,2025-12-28,EMP007120,Filed
CHG001047,CR004318,CRT0092,Kodagu Senior Civil Court,2025-12-31,EMP005862,Accepted
CHG001048,CR004331,CRT0013,Belagavi Civil Judge and JMFC Court,2025-09-25,EMP001125,Accepted
CHG001049,CR004339,CRT0146,Vijayapura District and Sessions Court,2026-05-17,EMP009763,Filed
CHG001050,CR004343,CRT0027,Bengaluru Urban Senior Civil Court,2026-11-30,EMP002315,Filed
CHG001051,CR004344,CRT0110,Mandya Special Court,2026-03-16,EMP006668,Filed
CHG001052,CR004349,CRT0080,Hassan Special Court,2024-09-17,EMP004676,Filed
CHG001053,CR004350,CRT0114,Mysuru Family Court,2026-10-25,EMP007215,Filed
CHG001054,CR004352,CRT0032,Bidar Senior Civil Court,2026-03-15,EMP002969,Accepted
CHG001055,CR004358,CRT0127,Tumakuru Senior Civil Court,2026-05-23,EMP008437,Filed
CHG001056,CR004359,CRT0117,Raichur Senior Civil Court,2026-02-26,EMP007757,Filed
CHG001057,CR004363,CRT0099,Kolar Family Court,2026-01-23,EMP006363,Filed
CHG001058,CR004379,CRT0066,Dharwad District and Sessions Court,2025-01-13,EMP004376,Filed
CHG001059,CR004386,CRT0035,Bidar Special Court,2026-02-03,EMP002914,Filed
CHG001060,CR004387,CRT0069,Dharwad Family Court,2026-03-04,EMP004147,Filed
CHG001061,CR004392,CRT0061,Davanagere District and Sessions Court,2025-09-16,EMP003874,Accepted
CHG001062,CR004396,CRT0113,Mysuru Civil Judge and JMFC Court,2025-03-28,EMP007636,Accepted
CHG001063,CR004398,CRT0097,Kolar Senior Civil Court,2025-06-19,EMP006138,Filed
CHG001064,CR004400,CRT0083,Haveri Civil Judge and JMFC Court,2026-06-02,EMP005179,Accepted
CHG001065,CR004409,CRT0041,Chikkaballapura District and Sessions Court,2025-05-08,EMP003266,Filed
CHG001066,CR004416,CRT0155,Yadgir Special Court,2026-03-22,EMP009931,Filed
CHG001067,CR004420,CRT0021,Bengaluru South District and Sessions Court,2025-02-01,EMP001481,Accepted
CHG001068,CR004426,CRT0129,Tumakuru Family Court,2026-04-17,EMP008696,Filed
CHG001069,CR004429,CRT0041,Chikkaballapura District and Sessions Court,2025-01-10,EMP003268,Returned for Correction
CHG001070,CR004434,CRT0115,Mysuru Special Court,2026-08-12,EMP007425,Filed
CHG001071,CR004440,CRT0027,Bengaluru Urban Senior Civil Court,2025-01-22,EMP001896,Accepted
CHG001072,CR004445,CRT0012,Belagavi Senior Civil Court,2026-03-14,EMP000589,Filed
CHG001073,CR004450,CRT0088,Kalaburagi Civil Judge and JMFC Court,2026-05-24,EMP005567,Filed
CHG001074,CR004454,CRT0097,Kolar Senior Civil Court,2026-01-19,EMP006223,Filed
CHG001075,CR004468,CRT0108,Mandya Civil Judge and JMFC Court,2026-04-18,EMP006849,Accepted
CHG001076,CR004471,CRT0007,Ballari Senior Civil Court,2025-02-14,EMP000479,Filed
CHG001077,CR004476,CRT0118,Raichur Civil Judge and JMFC Court,2026-04-10,EMP000889,Filed
CHG001078,CR004480,CRT0014,Belagavi Family Court,2025-01-29,EMP000781,Filed
CHG001079,CR004482,CRT0110,Mandya Special Court,2026-09-06,EMP006900,Filed
CHG001080,CR004485,CRT0106,Mandya District and Sessions Court,2026-06-22,EMP006903,Filed
CHG001081,CR004488,CRT0122,Shivamogga Senior Civil Court,2024-11-08,EMP008025,Filed
CHG001082,CR004501,CRT0152,Yadgir Senior Civil Court,2026-07-10,EMP010013,Filed
CHG001083,CR004505,CRT0099,Kolar Family Court,2025-09-15,EMP006124,Accepted
CHG001084,CR004511,CRT0111,Mysuru District and Sessions Court,2025-08-18,EMP007439,Filed
CHG001085,CR004513,CRT0137,Uttara Kannada Senior Civil Court,2026-04-26,EMP009421,Filed
CHG001086,CR004523,CRT0113,Mysuru Civil Judge and JMFC Court,2024-08-30,EMP007380,Filed
CHG001087,CR004525,CRT0076,Hassan District and Sessions Court,2025-03-27,EMP004668,Filed
CHG001088,CR004529,CRT0075,Gadag Special Court,2025-08-16,EMP004564,Accepted
CHG001089,CR004532,CRT0066,Dharwad District and Sessions Court,2026-07-30,EMP002636,Filed
CHG001090,CR004539,CRT0107,Mandya Senior Civil Court,2026-06-26,EMP006659,Accepted
CHG001091,CR004543,CRT0009,Ballari Family Court,2024-12-31,EMP000297,Filed
CHG001092,CR004545,CRT0061,Davanagere District and Sessions Court,2026-09-04,EMP003893,Filed
CHG001093,CR004546,CRT0107,Mandya Senior Civil Court,2025-03-02,EMP006770,Filed
CHG001094,CR004553,CRT0077,Hassan Senior Civil Court,2026-10-23,EMP004645,Filed
CHG001095,CR004558,CRT0060,Dakshina Kannada Special Court,2026-08-29,EMP003623,Filed
CHG001096,CR004560,CRT0062,Davanagere Senior Civil Court,2025-02-12,EMP003925,Filed
CHG001097,CR004564,CRT0076,Hassan District and Sessions Court,2025-01-12,EMP004682,Filed
CHG001098,CR004569,CRT0077,Hassan Senior Civil Court,2024-10-17,EMP004907,Filed
CHG001099,CR004581,CRT0072,Gadag Senior Civil Court,2025-12-27,EMP004515,Accepted
CHG001100,CR004582,CRT0118,Raichur Civil Judge and JMFC Court,2026-09-18,EMP007755,Filed
CHG001101,CR004583,CRT0050,Chikkamagaluru Special Court,2025-12-11,EMP003306,Accepted
CHG001102,CR004584,CRT0013,Belagavi Civil Judge and JMFC Court,2026-11-05,EMP001003,Accepted
CHG001103,CR004586,CRT0036,Chamarajanagar District and Sessions Court,2026-08-30,EMP003257,Filed
CHG001104,CR004587,CRT0087,Kalaburagi Senior Civil Court,2025-04-20,EMP005707,Filed
CHG001105,CR004589,CRT0059,Dakshina Kannada Family Court,2025-07-30,EMP003383,Filed
CHG001106,CR004593,CRT0115,Mysuru Special Court,2025-02-15,EMP007335,Filed
CHG001107,CR004597,CRT0099,Kolar Family Court,2024-11-30,EMP006135,Filed
CHG001108,CR004598,CRT0153,Yadgir Civil Judge and JMFC Court,2025-08-13,EMP010018,Filed
CHG001109,CR004602,CRT0112,Mysuru Senior Civil Court,2024-11-09,EMP007507,Accepted
CHG001110,CR004608,CRT0048,Chikkamagaluru Civil Judge and JMFC Court,2026-03-26,EMP003302,Accepted
CHG001111,CR004614,CRT0125,Shivamogga Special Court,2025-08-30,EMP008335,Filed
CHG001112,CR004615,CRT0139,Uttara Kannada Family Court,2025-07-16,EMP009330,Accepted
CHG001113,CR004616,CRT0069,Dharwad Family Court,2026-08-09,EMP004377,Filed
CHG001114,CR004619,CRT0088,Kalaburagi Civil Judge and JMFC Court,2026-04-23,EMP005457,Filed
CHG001115,CR004622,CRT0094,Kodagu Family Court,2026-05-31,EMP005790,Filed
CHG001116,CR004627,CRT0081,Haveri District and Sessions Court,2026-01-13,EMP005188,Filed
CHG001117,CR004628,CRT0044,Chikkaballapura Family Court,2025-07-29,EMP003269,Filed
CHG001118,CR004632,CRT0045,Chikkaballapura Special Court,2025-04-08,EMP003264,Filed
CHG001119,CR004636,CRT0077,Hassan Senior Civil Court,2026-11-09,EMP004896,Filed
CHG001120,CR004639,CRT0127,Tumakuru Senior Civil Court,2025-12-24,EMP001628,Filed
CHG001121,CR004644,CRT0088,Kalaburagi Civil Judge and JMFC Court,2024-12-05,EMP005529,Filed
CHG001122,CR004649,CRT0126,Tumakuru District and Sessions Court,2026-05-19,EMP008450,Returned for Correction
CHG001123,CR004660,CRT0077,Hassan Senior Civil Court,2026-05-02,EMP004813,Filed
CHG001124,CR004663,CRT0015,Belagavi Special Court,2026-02-03,EMP000611,Returned for Correction
CHG001125,CR004666,CRT0097,Kolar Senior Civil Court,2025-09-22,EMP006032,Filed
CHG001126,CR004667,CRT0097,Kolar Senior Civil Court,2026-03-20,EMP006370,Filed
CHG001127,CR004669,CRT0042,Chikkaballapura Senior Civil Court,2025-03-02,EMP003272,Filed
CHG001128,CR004672,CRT0045,Chikkaballapura Special Court,2025-08-14,EMP003281,Accepted
CHG001129,CR004673,CRT0128,Tumakuru Civil Judge and JMFC Court,2026-05-31,EMP008829,Filed
CHG001130,CR004678,CRT0150,Vijayapura Special Court,2025-07-03,EMP009533,Filed
CHG001131,CR004686,CRT0076,Hassan District and Sessions Court,2026-08-10,EMP005015,Filed
CHG001132,CR004692,CRT0045,Chikkaballapura Special Court,2025-05-17,EMP003292,Accepted
CHG001133,CR004696,CRT0008,Ballari Civil Judge and JMFC Court,2025-06-10,EMP000389,Accepted
CHG001134,CR004700,CRT0031,Bidar District and Sessions Court,2024-12-12,EMP002886,Filed
CHG001135,CR004711,CRT0101,Koppal District and Sessions Court,2025-09-27,EMP006442,Filed
CHG001136,CR004712,CRT0122,Shivamogga Senior Civil Court,2026-04-09,EMP007988,Filed
CHG001137,CR004713,CRT0092,Kodagu Senior Civil Court,2026-06-04,EMP005756,Accepted
CHG001138,CR004718,CRT0080,Hassan Special Court,2026-06-20,EMP004759,Filed
CHG001139,CR004724,CRT0053,Chitradurga Civil Judge and JMFC Court,2025-05-16,EMP000892,Filed
CHG001140,CR004740,CRT0045,Chikkaballapura Special Court,2025-08-17,EMP003289,Filed
CHG001141,CR004744,CRT0115,Mysuru Special Court,2026-02-12,EMP007138,Filed
CHG001142,CR004749,CRT0049,Chikkamagaluru Family Court,2026-07-03,EMP003299,Filed
CHG001143,CR004750,CRT0079,Hassan Family Court,2026-05-05,EMP004778,Filed
CHG001144,CR004751,CRT0112,Mysuru Senior Civil Court,2026-03-20,EMP007330,Filed
CHG001145,CR004757,CRT0013,Belagavi Civil Judge and JMFC Court,2026-01-13,EMP000803,Filed
CHG001146,CR004765,CRT0140,Uttara Kannada Special Court,2025-08-24,EMP005823,Filed
CHG001147,CR004767,CRT0126,Tumakuru District and Sessions Court,2025-05-10,EMP008699,Filed
